VIN,Vincent Aviation
VIR,Virgin Atlantic
VIT,Aviastar
VIV,VivaAerobus
VJC,VietJet Air
VKG,Thomas Cook Airlines Scandinavia
VLE,CAI Second
VLG,Vueling
VLK,Vladavia
VLM,Cityjet
VLU,Valuair
VNE,Venezolana
VNL,Vanilla Air
VOE,Volotea
VOI,Volaris
VOZ,Virgin Australia
VPA,DanubeWings
VPB,Veteran Air
VQI,Flyme
VRD,Virgin America
VRE,Air Cote D Ivoire
VRR,VIA Rail Canada
VSR,Aviostart
VSV,SCAT Airlines
VTA,Air Tahiti
VTE,Corporate Flight Management
VTK,Vostok Airlines
VTM,Aeronaves TSM
VTS,Everts Air Cargo
VVA,Aviast Air
VVC,VivaColombia
WAE,Western Air Express
WAF,Air Flamenco
WAU,Wizz Air Ukraine
WAV,Warbelow s Air Ventures
WBR,Air Choice One
WDA,Wimbi Dira
WDL,WDL Aviation
WEN,WestJet Encore
WEW,Pronto Airways
WHT,White Airways
WIA,Winair
WIF,Wideroe
WIG,Wiggins Airways
WJA,WestJet
WLC,Welcome Air
WLN,West Link Airlines
WLX,West Air Luxembourg
WOA,World Airways
WON,Wings Air Indonesia 
WOW,WOW Air
WRC,Wind Rose Aviation Company
WRT,Wright Air
WSF,Westair Benin
WSG,Wasaya Airways
WTA,Africa West
WZZ,Wizz Air
XAA,ARINC
XAK,Airkenya
XAR,Xpressair
XAU,Aerolink Uganda
XAX,AirAsia X
XLF,XL Airways France
XLK,Safarilink
XME,Qantas Freight
XOJ,XOJET
YZR,Yangtze River Express
ZAV,Aircompany ZetAvia
